source_url,source_record_id,target_path,sha256,bytes,mime_type,recovery_status,evidence,notes
http://hrk-up.net/mt/balog_images/photo-1108529308.79-0.jpg,,/img/blog/2005/02/0812b1438e72-7f8e86145c2e.jpg,7f8e86145c2edb9b0e51c36d6d5de372a1d02af569bac79a9b771f1d7f59c8c3,13128,image/jpeg,recovered,Exact historical host/path matched to supplied server backup,2026-09-10 local backup recovery; month from referencing article publication date
http://hrk-up.net/mt/balog_images/photo-1109537066.13-0.jpg,,/img/blog/2005/02/4e7ed5243080-4d85f44651de.jpg,4d85f44651de84a11779ed1ef4c964dcd4de1f669811c84e2311aeb631627efd,14536,image/jpeg,recovered,Exact historical host/path matched to supplied server backup,2026-09-10 local backup recovery; month from referencing article publication date
http://hrk-up.net/mt/balog_images/photo-1109604868.06-0.jpg,,/img/blog/2005/03/f0b88fc1572e-b5c7ead9c3e2.jpg,b5c7ead9c3e2b7e53f6c794bf4607ae3bbc7a105c90868b006fd951f5a3e72ed,8335,image/jpeg,recovered,Exact historical host/path matched to supplied server backup,2026-09-10 local backup recovery; month from referencing article publication date
http://hrk-up.net/mt/balog_images/photo-1116475624.49-0.jpg,,/img/blog/2005/05/dfe72d2e7d3d-387c75793266.jpg,387c75793266e32f5f8e875a22db9aaf40dd09e311b8c25d8b8d7e408e66e214,17646,image/jpeg,recovered,Exact historical host/path matched to supplied server backup,2026-09-10 local backup recovery; month from referencing article publication date
http://hrk-up.net/mt/balog_images/photo-1116559174.49-0.jpg,,/img/blog/2005/05/174e81b2af08-e842027cca2a.jpg,e842027cca2a180b9ed33790b9dec2edd48932f3b2876cabcf456dfe5876f781,20331,image/jpeg,recovered,Exact historical host/path matched to supplied server backup,2026-09-10 local backup recovery; month from referencing article publication date
http://hrk-up.net/mt/balog_images/photo-1116641316.07-0.jpg,,/img/blog/2005/05/6e1334f9d70f-c14fd11e2a0e.jpg,c14fd11e2a0e373ea81e3c0b584471b28c3d2be55ee8a969cc1a4b6bbbea7ebf,16161,image/jpeg,recovered,Exact historical host/path matched to supplied server backup,2026-09-10 local backup recovery; month from referencing article publication date
http://hrk-up.net/mt/balog_images/photo-1257852581.06-0.jpg,,/img/blog/2009/11/5eff6e46658f-ec912ac4945a.jpg,ec912ac4945a95679aeab4d05143a333f1b1452f5aeaa2041986a5a8be62817c,135274,image/jpeg,recovered,Exact historical host/path matched to supplied server backup,2026-09-10 local backup recovery; month from referencing article publication date
http://hrk-up.net/mt/balog_images/photo-1257934602.98-0.jpg,,/img/blog/2009/11/2c1ebf9fa20c-2775ea32798b.jpg,2775ea32798bb39397a56634090f01998b2e9c31fbe6576e6bdafff6078eaab9,113251,image/jpeg,recovered,Exact historical host/path matched to supplied server backup,2026-09-10 local backup recovery; month from referencing article publication date
http://hrk-up.net/mt/balog_images/photo-1258526750.17-0.jpg,,/img/blog/2009/11/11631cf446d1-b2ff19bef13b.jpg,b2ff19bef13b83a3478baa561dd5956d0d7ca1d1ba23e6eb39011fdaed4366fa,157208,image/jpeg,recovered,Exact historical host/path matched to supplied server backup,2026-09-10 local backup recovery; month from referencing article publication date
http://www.balog.jp/photos/thumbnail/M/20091127/1259314761917.jpg,,/img/blog/2009/11/a0234b1b86f5-198cd3f07ac6.jpg,198cd3f07ac65d8ca1d5b9bf6a2a1e84ab6771683460b436164aacb98370d8c7,181277,image/jpeg,recovered,Original photo at same dated filename replaces missing M thumbnail; original bytes retained,2026-09-10 local backup recovery; month from referencing article publication date
